Event ID,Event time,User name,Event name,Resource type,Resources,AWS access key,AWS region,Error code,Source IP address
0b7e7c97-888c-415a-8ecd-ca967229bcae,"2020-07-15, 03:51:40 PM",CloudTrail,StopLogging,CloudTrail Trail,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:383178746571:trail/Udacity_Trail""}]",,us-east-1,,191.89.101.45
163cb77d-fbe9-42cd-8b98-f6ef2b9b3aac,"2020-07-15, 03:51:37 PM",CloudTrail,ListAliases,,,,us-east-1,,191.89.101.45
1dfd3eff-f74c-4314-a5b9-8f7031a4d0cc,"2020-07-15, 03:51:37 PM",CloudTrail,GetTrailStatus,,,,us-east-1,,191.89.101.45
21eb45c5-6441-4567-ac6a-9633668a855e,"2020-07-15, 03:51:37 PM",CloudTrail,ListKeys,,,,us-east-1,,191.89.101.45
2479f342-6523-47c0-a51d-6b961c7ca975,"2020-07-15, 03:51:37 PM",CloudTrail,ListTopics,,,,us-east-1,,191.89.101.45
4d2e5beb-ca4a-4d37-8af5-bad07519c383,"2020-07-15, 03:51:37 PM",CloudTrail,ListKeys,,,,us-east-1,,191.89.101.45
8a3a5413-9a15-4fe7-842b-5fff5aeb7017,"2020-07-15, 03:51:37 PM",CloudTrail,GetBucketLocation,,,,us-east-1,,191.89.101.45
8d793128-aca8-4bcd-bbaf-dfa916bb5658,"2020-07-15, 03:51:37 PM",CloudTrail,ListFunctions20150331,,,,us-east-1,,191.89.101.45
a771e69a-ad4d-438e-af5b-212422da7b74,"2020-07-15, 03:51:37 PM",CloudTrail,ListAliases,,,,us-east-1,,191.89.101.45
dba236c0-2102-45e6-accd-eefabd79ebae,"2020-07-15, 03:51:37 PM",CloudTrail,GetEventSelectors,,,,us-east-1,,191.89.101.45
ea01b682-bf45-4079-ab2d-e0978a423d7e,"2020-07-15, 03:51:37 PM",CloudTrail,ListTags,,,,us-east-1,,191.89.101.45
ebe21fcc-3da6-4bd1-a68a-2f0c187eec52,"2020-07-15, 03:51:37 PM",CloudTrail,Decrypt,,,,us-east-1,,lambda.amazonaws.com
fc8a458d-ad29-4e90-93f1-78eb3ba5b4d6,"2020-07-15, 03:51:37 PM",CloudTrail,GetInsightSelectors,,,,us-east-1,InsightNotEnabledException,191.89.101.45
5b28482b-3108-4726-9c26-f8a744ef754f,"2020-07-15, 03:51:34 PM",CloudTrail,DescribeEventAggregates,,,,us-east-1,AccessDenied,191.89.101.45
8efe7513-7744-42f1-a8ad-dc6d132254ec,"2020-07-15, 03:51:34 PM",CloudTrail,DescribeOrganization,,,,us-east-1,AccessDenied,191.89.101.45
a92aac53-a345-42f8-94d8-c0d34ecd3129,"2020-07-15, 03:51:34 PM",CloudTrail,GetEventSelectors,,,,us-east-1,,191.89.101.45
c08d050b-4a43-4be7-9889-06dbf8ada253,"2020-07-15, 03:51:34 PM",CloudTrail,DescribeConfigurationRecorders,,,,us-east-1,AccessDenied,191.89.101.45
2e969172-cf6a-42a3-972d-ee4a4353672e,"2020-07-15, 03:51:33 PM",CloudTrail,LookupEvents,,,,us-east-1,,191.89.101.45
92171a97-ceb8-420d-a35e-bf7aabcbc2ae,"2020-07-15, 03:51:33 PM",CloudTrail,GetTrailStatus,,,,us-east-1,,191.89.101.45
c05fd0d8-0db4-4629-9549-26a0959f943a,"2020-07-15, 03:51:33 PM",CloudTrail,DescribeTrails,,,,us-east-1,,191.89.101.45
c6a780a8-4833-4ce7-ad82-9eb3364585a9,"2020-07-15, 03:51:33 PM",CloudTrail,LookupEvents,,,,us-east-1,,191.89.101.45
7a54940e-1173-4b4f-94a7-aad6e592d454,"2020-07-15, 03:51:31 PM",CloudTrail,ListBuckets,,,,us-east-1,,191.89.101.45
bc9026d3-6717-423d-b912-fd434305fcd9,"2020-07-15, 03:51:30 PM",CloudTrail,DescribeTrails,,,,us-east-1,,191.89.101.45
593b8abb-77bb-4867-8443-bcd7bae5e9e5,"2020-07-15, 03:51:27 PM",CloudTrail,DescribeEventAggregates,,,,us-east-1,AccessDenied,191.89.101.45
d8c78c73-c8f6-458a-84b8-16873b27ab09,"2020-07-15, 03:51:00 PM",CloudTrail,GetBucketObjectLockConfiguration,,,,us-east-1,AccessDenied,191.89.101.45
fa29c47c-59b3-4592-81d4-32030e6ecc9c,"2020-07-15, 03:50:47 PM",CloudTrail,GetBucketObjectLockConfiguration,,,,us-east-1,AccessDenied,191.89.101.45
d42f4cea-1acc-4aa8-aef4-9778b8e753df,"2020-07-15, 03:50:36 PM",CloudTrail,GetBucketObjectLockConfiguration,,,,us-east-1,AccessDenied,191.89.101.45
cce687af-7e43-40ac-b0e6-0b8168eff80a,"2020-07-15, 03:50:18 PM",CloudTrail,GetBucketObjectLockConfiguration,,,,us-east-1,AccessDenied,191.89.101.45
c8b276c8-85a3-4ebc-982a-27453bc69b3a,"2020-07-15, 03:49:52 PM",CloudTrail,GetBucketObjectLockConfiguration,,,,us-east-1,AccessDenied,191.89.101.45
4c37a79f-a1fc-4aa2-872e-9ffd3e8b9d4c,"2020-07-15, 03:49:39 PM",CloudTrail,GetBucketObjectLockConfiguration,,,,us-east-1,AccessDenied,191.89.101.45
ccfa945c-8938-4155-be2c-81ff80b68a7c,"2020-07-15, 03:45:44 PM",CloudTrail,GetBucketObjectLockConfiguration,,,,us-east-1,AccessDenied,191.89.101.45
6f61a862-8264-4df7-8a74-314258320791,"2020-07-15, 03:45:34 PM",CloudTrail,GetBucketObjectLockConfiguration,,,,us-east-1,AccessDenied,191.89.101.45
122a1d58-0964-4b26-aa11-a3dc83450e6c,"2020-07-15, 03:45:31 PM",CloudTrail,GetBucketPublicAccessBlock,,,,us-east-1,AccessDenied,191.89.101.45
3b9b451a-5dee-4474-a31e-595e4fb57785,"2020-07-15, 03:45:31 PM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-1,AccessDenied,191.89.101.45
93d5a368-3b7e-4ac9-b4a9-88f4f9d94e00,"2020-07-15, 03:45:31 PM",CloudTrail,GetBucketVersioning,,,,us-east-1,AccessDenied,191.89.101.45
b0e8dd2e-326b-499a-9645-1e9da7a8f70c,"2020-07-15, 03:45:31 PM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-1,AccessDenied,191.89.101.45
c799f9bf-7513-45a1-9d98-bea3491cf37f,"2020-07-15, 03:45:31 PM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-1,AccessDenied,191.89.101.45
e0915ede-19b8-4a78-9142-3f2587f20ee2,"2020-07-15, 03:45:31 PM",CloudTrail,GetBucketPublicAccessBlock,,,,us-east-1,AccessDenied,191.89.101.45
e6f2e5b6-8e3e-4a7d-900a-06cc23c708ad,"2020-07-15, 03:45:31 PM",CloudTrail,GetBucketEncryption,,,,us-east-1,AccessDenied,191.89.101.45
bf0562a7-3a49-4d82-b662-fe971e635c0a,"2020-07-15, 03:44:57 PM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-1,AccessDenied,191.89.101.45
f67d9052-c35d-46f8-94e8-dae317f1c998,"2020-07-15, 03:44:57 PM",CloudTrail,GetBucketPublicAccessBlock,,,,us-east-1,AccessDenied,191.89.101.45
